0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.34375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.34375,-0.96875
0.09375,-0.15625,0.96875,-0.109375,-0.359375,-0.96875
0.09375,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.953125,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.953125,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.953125,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.109375,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.109375,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.953125,-0.109375,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.34375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.96875,-0.109375,-0.359375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.109375,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.953125,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.953125,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.953125,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.09375,-0.171875,1.0,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.34375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.109375,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.34375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.953125,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.34375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.953125,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.34375,-0.96875
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.109375,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.34375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.34375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.109375,-0.359375,-0.96875
0.0625,-0.15625,0.96875,-0.109375,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.109375,-0.359375,-0.96875
0.046875,-0.15625,0.984375,-0.109375,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.34375,-0.96875
0.0625,-0.15625,0.96875,-0.125,-0.34375,-0.984375
0.0625,-0.171875,0.96875,-0.109375,-0.34375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.34375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.953125,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.953125,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.109375,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.046875,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.046875,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.046875,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.046875,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.046875,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.046875,-0.171875,1.0,-0.125,-0.359375,-0.984375
0.046875,-0.15625,0.984375,-0.125,-0.34375,-0.984375
0.0625,-0.171875,0.984375,-0.109375,-0.359375,-0.96875
0.046875,-0.171875,0.984375,-0.109375,-0.34375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.34375,-0.984375
0.046875,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.109375,-0.359375,-0.984375
0.046875,-0.171875,0.96875,-0.109375,-0.359375,-0.984375
0.046875,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.96875,-0.109375,-0.359375,-0.96875
0.0625,-0.15625,0.96875,-0.109375,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.96875,-0.109375,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.046875,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.34375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.34375,-0.96875
0.0625,-0.15625,0.984375,-0.109375,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.34375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.34375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.34375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.34375,-0.984375
0.0625,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.109375,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.109375,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.109375,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.109375,-0.359375,-0.96875
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.34375,-0.96875
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.953125,-0.109375,-0.359375,-0.984375
0.09375,-0.171875,0.953125,-0.125,-0.34375,-0.984375
0.09375,-0.171875,0.953125,-0.109375,-0.34375,-0.984375
0.09375,-0.15625,0.953125,-0.109375,-0.359375,-0.984375
0.09375,-0.171875,0.953125,-0.109375,-0.359375,-0.984375
0.09375,-0.171875,0.953125,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.953125,-0.125,-0.359375,-0.96875
0.09375,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.09375,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.109375,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.109375,-0.359375,-0.984375
0.078125,-0.15625,0.984375,-0.109375,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.96875
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.078125,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.96875,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.15625,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.984375
0.0625,-0.171875,0.984375,-0.125,-0.359375,-0.96875
